# ecutwfc(Ry)  E_total(Ry)   dE_vs_last(meV/atom)
20  -93.45097894
25  -93.45225662
30  -93.45273690
35  -93.45281534
40  -93.45286188
45  -93.45291500
50  -93.45295516
60  -93.45297481
70  -93.45298622
80  -93.45299550
