frame,x_bz_first,n_bz,n_et
1017,0.7777777777777778,14,4
1018,0.7777777777777778,14,4
1019,0.7619047619047619,16,5
1020,0.7619047619047619,16,5
1021,0.782608695652174,18,5
1022,0.7391304347826086,17,6
1023,0.7619047619047619,16,5
1024,0.7368421052631579,14,5
1025,0.6818181818181818,15,7
1026,0.76,19,6
1027,0.6956521739130435,16,7
1028,0.7391304347826086,17,6
1029,0.7272727272727273,16,6
1030,0.6956521739130435,16,7
1031,0.7272727272727273,16,6
1032,0.7142857142857143,15,6
1033,0.75,18,6
1034,0.72,18,7
1035,0.72,18,7
1036,0.72,18,7
1037,0.7083333333333334,17,7
1038,0.7083333333333334,17,7
1039,0.6521739130434783,15,8
1040,0.6956521739130435,16,7
1041,0.7142857142857143,15,6
1042,0.7272727272727273,16,6
1043,0.75,18,6
1044,0.7142857142857143,15,6
1045,0.68,17,8
1046,0.7619047619047619,16,5
1047,0.7619047619047619,16,5
1048,0.75,18,6
1049,0.7916666666666666,19,5
1050,0.6956521739130435,16,7
1051,0.6521739130434783,15,8
1052,0.5833333333333334,14,10
1053,0.6428571428571429,18,10
1054,0.6923076923076923,18,8
1055,0.75,18,6
1056,0.7916666666666666,19,5
1057,0.782608695652174,18,5
1058,0.75,18,6
1059,0.76,19,6
1060,0.8181818181818182,18,4
1061,0.782608695652174,18,5
1062,0.8,16,4
1063,0.72,18,7
1064,0.7407407407407407,20,7
1065,0.72,18,7
1066,0.7391304347826086,17,6
1067,0.8636363636363636,19,3
1068,0.7727272727272727,17,5
1069,0.7391304347826086,17,6
1070,0.7916666666666666,19,5
1071,0.7727272727272727,17,5
1072,0.76,19,6
1073,0.75,18,6
1074,0.7391304347826086,17,6
1075,0.75,18,6
1076,0.76,19,6
1077,0.68,17,8
1078,0.6666666666666666,18,9
1079,0.68,17,8
1080,0.6363636363636364,14,8
1081,0.6521739130434783,15,8
1082,0.6666666666666666,16,8
1083,0.7083333333333334,17,7
1084,0.6818181818181818,15,7
1085,0.6956521739130435,16,7
1086,0.7391304347826086,17,6
1087,0.7391304347826086,17,6
1088,0.7391304347826086,17,6
1089,0.7391304347826086,17,6
1090,0.6818181818181818,15,7
1091,0.6956521739130435,16,7
1092,0.7272727272727273,16,6
1093,0.6818181818181818,15,7
1094,0.7307692307692307,19,7
1095,0.7391304347826086,17,6
1096,0.75,18,6
1097,0.76,19,6
1098,0.7916666666666666,19,5
1099,0.68,17,8
1100,0.68,17,8
1101,0.7307692307692307,19,7
1102,0.7142857142857143,20,8
1103,0.7083333333333334,17,7
1104,0.6538461538461539,17,9
1105,0.7307692307692307,19,7
1106,0.6956521739130435,16,7
1107,0.6818181818181818,15,7
1108,0.75,18,6
1109,0.625,15,9
1110,0.7083333333333334,17,7
1111,0.6923076923076923,18,8
1112,0.7142857142857143,20,8
1113,0.75,18,6
1114,0.64,16,9
1115,0.72,18,7
1116,0.7391304347826086,17,6
1117,0.7391304347826086,17,6
1118,0.7391304347826086,17,6
1119,0.7391304347826086,17,6
1120,0.6538461538461539,17,9
1121,0.6818181818181818,15,7
1122,0.75,18,6
1123,0.75,18,6
1124,0.7916666666666666,19,5
1125,0.7619047619047619,16,5
1126,0.76,19,6
1127,0.7391304347826086,17,6
1128,0.7916666666666666,19,5
1129,0.8181818181818182,18,4
1130,0.7916666666666666,19,5
1131,0.7391304347826086,17,6
1132,0.75,18,6
1133,0.8095238095238095,17,4
1134,0.7391304347826086,17,6
1135,0.782608695652174,18,5
1136,0.8333333333333334,20,4
1137,0.7727272727272727,17,5
1138,0.7619047619047619,16,5
1139,0.76,19,6
1140,0.72,18,7
1141,0.7272727272727273,16,6
1142,0.7727272727272727,17,5
1143,0.8181818181818182,18,4
1144,0.7916666666666666,19,5
1145,0.8076923076923077,21,5
1146,0.782608695652174,18,5
1147,0.8,20,5
1148,0.7916666666666666,19,5
1149,0.8636363636363636,19,3
1150,0.8260869565217391,19,4
1151,0.75,18,6
1152,0.7692307692307693,20,6
1153,0.8076923076923077,21,5
1154,0.75,18,6
1155,0.7391304347826086,17,6
1156,0.75,18,6
1157,0.7407407407407407,20,7
1158,0.8181818181818182,18,4
1159,0.782608695652174,18,5
1160,0.8636363636363636,19,3
1161,0.8260869565217391,19,4
1162,0.8260869565217391,19,4
1163,0.84,21,4
1164,0.8,20,5
1165,0.8695652173913043,20,3
1166,0.8181818181818182,18,4
1167,0.8636363636363636,19,3
1168,0.84,21,4
1169,0.8260869565217391,19,4
1170,0.8333333333333334,20,4
1171,0.84,21,4
1172,0.7727272727272727,17,5
1173,0.782608695652174,18,5
1174,0.8260869565217391,19,4
1175,0.782608695652174,18,5
1176,0.782608695652174,18,5
1177,0.7619047619047619,16,5
1178,0.7391304347826086,17,6
1179,0.782608695652174,18,5
1180,0.8095238095238095,17,4
1181,0.7916666666666666,19,5
1182,0.8181818181818182,18,4
1183,0.7894736842105263,15,4
1184,0.7,14,6
1185,0.75,15,5
1186,0.7727272727272727,17,5
1187,0.782608695652174,18,5
1188,0.7916666666666666,19,5
1189,0.8260869565217391,19,4
1190,0.7727272727272727,17,5
1191,0.782608695652174,18,5
1192,0.7391304347826086,17,6
1193,0.75,18,6
1194,0.7272727272727273,16,6
1195,0.7727272727272727,17,5
1196,0.75,18,6
1197,0.7727272727272727,17,5
1198,0.7391304347826086,17,6
1199,0.782608695652174,18,5
1200,0.76,19,6
1201,0.8181818181818182,18,4
1202,0.7727272727272727,17,5
1203,0.7272727272727273,16,6
1204,0.7083333333333334,17,7
1205,0.75,18,6
1206,0.72,18,7
1207,0.7391304347826086,17,6
1208,0.7272727272727273,16,6
1209,0.6956521739130435,16,7
1210,0.7142857142857143,15,6
1211,0.7692307692307693,20,6
1212,0.7307692307692307,19,7
1213,0.75,18,6
1214,0.72,18,7
1215,0.75,18,6
1216,0.68,17,8
1217,0.625,15,9
1218,0.6,15,10
1219,0.65,13,7
1220,0.6363636363636364,14,8
1221,0.6086956521739131,14,9
1222,0.5769230769230769,15,11
1223,0.5652173913043478,13,10
1224,0.64,16,9
1225,0.56,14,11
1226,0.5652173913043478,13,10
1227,0.5,12,12
1228,0.5769230769230769,15,11
1229,0.6666666666666666,16,8
1230,0.625,15,9
1231,0.6363636363636364,14,8
1232,0.6,12,8
1233,0.6818181818181818,15,7
1234,0.6086956521739131,14,9
1235,0.6363636363636364,14,8
1236,0.5714285714285714,12,9
1237,0.5909090909090909,13,9
1238,0.6363636363636364,14,8
1239,0.6363636363636364,14,8
1240,0.6363636363636364,14,8
1241,0.6666666666666666,16,8
1242,0.625,15,9
1243,0.6,12,8
1244,0.6363636363636364,14,8
1245,0.5833333333333334,14,10
1246,0.5714285714285714,12,9
1247,0.6086956521739131,14,9
1248,0.5833333333333334,14,10
1249,0.625,15,9
1250,0.6538461538461539,17,9
1251,0.64,16,9
1252,0.64,16,9
1253,0.6153846153846154,16,10
1254,0.6,15,10
1255,0.6818181818181818,15,7
1256,0.6363636363636364,14,8
1257,0.6296296296296297,17,10
1258,0.7083333333333334,17,7
1259,0.6363636363636364,14,8
1260,0.6,15,10
1261,0.5652173913043478,13,10
1262,0.5833333333333334,14,10
1263,0.6,15,10
1264,0.6956521739130435,16,7
1265,0.6956521739130435,16,7
1266,0.7083333333333334,17,7
1267,0.7391304347826086,17,6
1268,0.7391304347826086,17,6
1269,0.6521739130434783,15,8
1270,0.6956521739130435,16,7
1271,0.64,16,9
1272,0.6923076923076923,18,8
1273,0.6153846153846154,16,10
1274,0.6071428571428571,17,11
1275,0.6333333333333333,19,11
1276,0.6666666666666666,18,9
1277,0.7037037037037037,19,8
1278,0.6956521739130435,16,7
1279,0.6923076923076923,18,8
1280,0.625,15,9
1281,0.6153846153846154,16,10
1282,0.6521739130434783,15,8
1283,0.6666666666666666,16,8
1284,0.5909090909090909,13,9
1285,0.625,15,9
1286,0.64,16,9
1287,0.6,15,10
1288,0.64,16,9
1289,0.6666666666666666,14,7
1290,0.625,15,9
1291,0.5416666666666666,13,11
1292,0.5833333333333334,14,10
1293,0.5769230769230769,15,11
1294,0.5384615384615384,14,12
1295,0.5769230769230769,15,11
1296,0.5384615384615384,14,12
1297,0.5217391304347826,12,11
1298,0.5652173913043478,13,10
1299,0.5217391304347826,12,11
1300,0.5217391304347826,12,11
1301,0.5416666666666666,13,11
1302,0.5416666666666666,13,11
1303,0.56,14,11
1304,0.5769230769230769,15,11
1305,0.6538461538461539,17,9
1306,0.625,15,9
1307,0.6086956521739131,14,9
1308,0.5416666666666666,13,11
1309,0.56,14,11
1310,0.6190476190476191,13,8
1311,0.56,14,11
1312,0.5416666666666666,13,11
1313,0.5833333333333334,14,10
1314,0.5652173913043478,13,10
1315,0.5833333333333334,14,10
1316,0.625,15,9
1317,0.6,15,10
1318,0.625,15,9
1319,0.6818181818181818,15,7
1320,0.68,17,8
1321,0.6363636363636364,14,8
1322,0.6666666666666666,16,8
1323,0.7142857142857143,15,6
1324,0.7391304347826086,17,6
1325,0.68,17,8
1326,0.7083333333333334,17,7
1327,0.72,18,7
1328,0.6666666666666666,16,8
1329,0.6956521739130435,16,7
1330,0.6956521739130435,16,7
1331,0.6666666666666666,16,8
1332,0.68,17,8
1333,0.6363636363636364,14,8
1334,0.68,17,8
1335,0.6086956521739131,14,9
1336,0.6521739130434783,15,8
1337,0.7083333333333334,17,7
1338,0.7083333333333334,17,7
1339,0.7083333333333334,17,7
1340,0.6956521739130435,16,7
1341,0.6296296296296297,17,10
1342,0.625,15,9
1343,0.6153846153846154,16,10
1344,0.5416666666666666,13,11
1345,0.5652173913043478,13,10
1346,0.6363636363636364,14,8
1347,0.6,15,10
1348,0.5416666666666666,13,11
1349,0.5217391304347826,12,11
1350,0.6,15,10
1351,0.5769230769230769,15,11
1352,0.6153846153846154,16,10
1353,0.6956521739130435,16,7
1354,0.6296296296296297,17,10
1355,0.6153846153846154,16,10
1356,0.7037037037037037,19,8
1357,0.6956521739130435,16,7
1358,0.6086956521739131,14,9
1359,0.6818181818181818,15,7
1360,0.6521739130434783,15,8
1361,0.6666666666666666,16,8
1362,0.64,16,9
1363,0.625,15,9
1364,0.5909090909090909,13,9
1365,0.6363636363636364,14,8
1366,0.64,16,9
1367,0.6190476190476191,13,8
1368,0.6521739130434783,15,8
1369,0.6521739130434783,15,8
1370,0.6521739130434783,15,8
1371,0.6956521739130435,16,7
1372,0.7,14,6
1373,0.6818181818181818,15,7
1374,0.6818181818181818,15,7
1375,0.6842105263157895,13,6
1376,0.7222222222222222,13,5
1377,0.8,16,4
1378,0.7368421052631579,14,5
1379,0.7727272727272727,17,5
1380,0.8333333333333334,15,3
1381,0.8571428571428571,18,3
1382,0.8636363636363636,19,3
1383,0.8571428571428571,18,3
1384,0.8636363636363636,19,3
1385,0.8333333333333334,20,4
1386,0.8,20,5
1387,0.8,20,5
1388,0.75,18,6
1389,0.7727272727272727,17,5
1390,0.7619047619047619,16,5
1391,0.782608695652174,18,5
1392,0.782608695652174,18,5
1393,0.8333333333333334,20,4
1394,0.8260869565217391,19,4
1395,0.8333333333333334,20,4
1396,0.8333333333333334,20,4
1397,0.8,20,5
1398,0.7916666666666666,19,5
1399,0.8695652173913043,20,3
1400,0.8571428571428571,18,3
1401,0.8181818181818182,18,4
1402,0.8571428571428571,18,3
1403,0.8181818181818182,18,4
1404,0.8260869565217391,19,4
1405,0.8260869565217391,19,4
1406,0.875,21,3
1407,0.875,21,3
1408,0.8571428571428571,18,3
1409,0.8461538461538461,22,4
1410,0.9090909090909091,20,2
1411,1.0,19,0
1412,0.8571428571428571,18,3
1413,0.9,18,2
1414,0.9047619047619048,19,2
1415,1.0,20,0
1416,1.0,20,0
1417,0.9545454545454546,21,1
1418,0.9130434782608695,21,2
1419,1.0,20,0
1420,1.0,21,0
1421,0.92,23,2
1422,0.9,18,2
1423,1.0,18,0
1424,1.0,19,0
1425,0.9523809523809523,20,1
1426,0.8333333333333334,20,4
1427,0.875,21,3
1428,0.8846153846153846,23,3
1429,0.8695652173913043,20,3
1430,0.85,17,3
1431,0.8,16,4
1432,0.8695652173913043,20,3
1433,0.7272727272727273,16,6
1434,0.7916666666666666,19,5
1435,0.8571428571428571,18,3
1436,0.8260869565217391,19,4
1437,0.8636363636363636,19,3
1438,0.88,22,3
1439,0.9090909090909091,20,2
1440,0.9047619047619048,19,2
1441,0.9090909090909091,20,2
1442,0.8260869565217391,19,4
1443,0.8181818181818182,18,4
1444,0.8571428571428571,18,3
1445,0.8260869565217391,19,4
1446,0.8181818181818182,18,4
1447,0.8,16,4
1448,0.8181818181818182,18,4
1449,0.8181818181818182,18,4
1450,0.8461538461538461,22,4
1451,0.8260869565217391,19,4
1452,0.8,20,5
1453,0.782608695652174,18,5
1454,0.782608695652174,18,5
1455,0.7727272727272727,17,5
1456,0.7727272727272727,17,5
1457,0.7727272727272727,17,5
1458,0.8260869565217391,19,4
1459,0.782608695652174,18,5
1460,0.782608695652174,18,5
1461,0.8076923076923077,21,5
1462,0.782608695652174,18,5
1463,0.8260869565217391,19,4
1464,0.76,19,6
1465,0.7307692307692307,19,7
1466,0.7083333333333334,17,7
1467,0.6818181818181818,15,7
1468,0.72,18,7
1469,0.72,18,7
1470,0.7307692307692307,19,7
1471,0.68,17,8
1472,0.6923076923076923,18,8
1473,0.6666666666666666,16,8
1474,0.6666666666666666,16,8
1475,0.6428571428571429,18,10
1476,0.7272727272727273,16,6
1477,0.7391304347826086,17,6
1478,0.76,19,6
1479,0.7307692307692307,19,7
1480,0.72,18,7
1481,0.6956521739130435,16,7
1482,0.7272727272727273,16,6
1483,0.6666666666666666,14,7
1484,0.6956521739130435,16,7
1485,0.6666666666666666,16,8
1486,0.6956521739130435,16,7
1487,0.68,17,8
1488,0.6,15,10
1489,0.6666666666666666,16,8
1490,0.6666666666666666,16,8
1491,0.64,16,9
1492,0.6521739130434783,15,8
1493,0.6538461538461539,17,9
1494,0.6086956521739131,14,9
1495,0.64,16,9
1496,0.6818181818181818,15,7
1497,0.6956521739130435,16,7
1498,0.6521739130434783,15,8
1499,0.7083333333333334,17,7
1500,0.7272727272727273,16,6
1501,0.7142857142857143,15,6
1502,0.6666666666666666,14,7
1503,0.72,18,7
1504,0.8,16,4
1505,0.7272727272727273,16,6
1506,0.6956521739130435,16,7
1507,0.7272727272727273,16,6
1508,0.7727272727272727,17,5
1509,0.75,15,5
1510,0.7391304347826086,17,6
1511,0.7083333333333334,17,7
1512,0.7083333333333334,17,7
1513,0.75,18,6
1514,0.7916666666666666,19,5
1515,0.7727272727272727,17,5
1516,0.85,17,3
1517,0.8095238095238095,17,4
1518,0.8181818181818182,18,4
1519,0.7916666666666666,19,5
1520,0.7916666666666666,19,5
1521,0.782608695652174,18,5
1522,0.8095238095238095,17,4
1523,0.8095238095238095,17,4
1524,0.7727272727272727,17,5
1525,0.75,18,6
1526,0.8095238095238095,17,4
1527,0.8,16,4
1528,0.6956521739130435,16,7
1529,0.7142857142857143,15,6
1530,0.7272727272727273,16,6
1531,0.6923076923076923,18,8
1532,0.7272727272727273,16,6
1533,0.7272727272727273,16,6
1534,0.7727272727272727,17,5
1535,0.6923076923076923,18,8
1536,0.72,18,7
1537,0.7083333333333334,17,7
1538,0.7916666666666666,19,5
1539,0.6666666666666666,16,8
1540,0.6818181818181818,15,7
1541,0.7619047619047619,16,5
1542,0.7,14,6
1543,0.7222222222222222,13,5
1544,0.6956521739130435,16,7
1545,0.7272727272727273,16,6
1546,0.6666666666666666,14,7
1547,0.7391304347826086,17,6
1548,0.6666666666666666,16,8
1549,0.7142857142857143,15,6
1550,0.6818181818181818,15,7
1551,0.8095238095238095,17,4
1552,0.7272727272727273,16,6
1553,0.7727272727272727,17,5
1554,0.7894736842105263,15,4
1555,0.7619047619047619,16,5
1556,0.6956521739130435,16,7
1557,0.7142857142857143,15,6
1558,0.6666666666666666,14,7
1559,0.65,13,7
1560,0.6190476190476191,13,8
1561,0.5652173913043478,13,10
1562,0.6363636363636364,14,8
1563,0.6842105263157895,13,6
1564,0.7,14,6
1565,0.6818181818181818,15,7
1566,0.6521739130434783,15,8
1567,0.625,15,9
1568,0.6,15,10
1569,0.6086956521739131,14,9
1570,0.6153846153846154,16,10
1571,0.6666666666666666,16,8
1572,0.6818181818181818,15,7
1573,0.6956521739130435,16,7
1574,0.6666666666666666,14,7
1575,0.5909090909090909,13,9
1576,0.5909090909090909,13,9
1577,0.625,15,9
1578,0.6521739130434783,15,8
1579,0.625,15,9
1580,0.6153846153846154,16,10
1581,0.6153846153846154,16,10
1582,0.6956521739130435,16,7
1583,0.6666666666666666,16,8
1584,0.7272727272727273,16,6
1585,0.7272727272727273,16,6
1586,0.7272727272727273,16,6
1587,0.6153846153846154,16,10
1588,0.5833333333333334,14,10
1589,0.625,15,9
1590,0.5769230769230769,15,11
1591,0.7083333333333334,17,7
1592,0.68,17,8
1593,0.6071428571428571,17,11
1594,0.64,16,9
1595,0.6521739130434783,15,8
1596,0.6363636363636364,14,8
1597,0.7272727272727273,16,6
1598,0.6521739130434783,15,8
1599,0.5454545454545454,12,10
1600,0.5909090909090909,13,9
1601,0.55,11,9
1602,0.5789473684210527,11,8
1603,0.5454545454545454,12,10
1604,0.5909090909090909,13,9
1605,0.5714285714285714,12,9
1606,0.6363636363636364,14,8
1607,0.6666666666666666,14,7
1608,0.6956521739130435,16,7
1609,0.6666666666666666,16,8
1610,0.6818181818181818,15,7
1611,0.6666666666666666,14,7
1612,0.6818181818181818,15,7
1613,0.6956521739130435,16,7
1614,0.76,19,6
1615,0.7272727272727273,16,6
1616,0.7083333333333334,17,7
1617,0.6666666666666666,14,7
1618,0.6296296296296297,17,10
1619,0.5925925925925926,16,11
1620,0.6428571428571429,18,10
1621,0.5925925925925926,16,11
1622,0.6521739130434783,15,8
1623,0.625,15,9
1624,0.6363636363636364,14,8
1625,0.6818181818181818,15,7
1626,0.7142857142857143,15,6
1627,0.6666666666666666,14,7
1628,0.6363636363636364,14,8
1629,0.56,14,11
1630,0.43478260869565216,10,13
1631,0.5909090909090909,13,9
1632,0.56,14,11
1633,0.56,14,11
1634,0.56,14,11
1635,0.56,14,11
1636,0.6086956521739131,14,9
1637,0.5833333333333334,14,10
1638,0.5769230769230769,15,11
1639,0.625,15,9
1640,0.6086956521739131,14,9
1641,0.5769230769230769,15,11
1642,0.5769230769230769,15,11
1643,0.5833333333333334,14,10
1644,0.65,13,7
1645,0.7142857142857143,15,6
1646,0.6818181818181818,15,7
1647,0.64,16,9
1648,0.6153846153846154,16,10
1649,0.5769230769230769,15,11
1650,0.6666666666666666,16,8
1651,0.625,15,9
1652,0.7,14,6
1653,0.6521739130434783,15,8
1654,0.6818181818181818,15,7
1655,0.6666666666666666,16,8
1656,0.6086956521739131,14,9
1657,0.6666666666666666,14,7
1658,0.7083333333333334,17,7
1659,0.6956521739130435,16,7
1660,0.5416666666666666,13,11
1661,0.6,15,10
1662,0.6086956521739131,14,9
1663,0.5652173913043478,13,10
1664,0.625,15,9
1665,0.6521739130434783,15,8
1666,0.5652173913043478,13,10
1667,0.5833333333333334,14,10
1668,0.6363636363636364,14,8
1669,0.625,15,9
1670,0.5416666666666666,13,11
1671,0.5416666666666666,13,11
1672,0.5384615384615384,14,12
1673,0.52,13,12
1674,0.5384615384615384,14,12
1675,0.5555555555555556,15,12
1676,0.44,11,14
1677,0.5217391304347826,12,11
1678,0.46153846153846156,12,14
1679,0.5714285714285714,16,12
1680,0.6153846153846154,16,10
1681,0.56,14,11
1682,0.6,15,10
1683,0.5833333333333334,14,10
1684,0.5416666666666666,13,11
1685,0.5833333333333334,14,10
1686,0.5833333333333334,14,10
1687,0.5833333333333334,14,10
1688,0.5769230769230769,15,11
1689,0.5833333333333334,14,10
1690,0.5909090909090909,13,9
1691,0.6086956521739131,14,9
1692,0.6190476190476191,13,8
1693,0.68,17,8
1694,0.6666666666666666,16,8
1695,0.6153846153846154,16,10
1696,0.6296296296296297,17,10
1697,0.6,15,10
1698,0.6153846153846154,16,10
1699,0.6363636363636364,14,8
1700,0.6,15,10
1701,0.7083333333333334,17,7
1702,0.5714285714285714,16,12
1703,0.5416666666666666,13,11
1704,0.52,13,12
1705,0.5416666666666666,13,11
1706,0.625,15,9
1707,0.56,14,11
1708,0.625,15,9
1709,0.6363636363636364,14,8
1710,0.5925925925925926,16,11
1711,0.6521739130434783,15,8
1712,0.625,15,9
1713,0.6071428571428571,17,11
1714,0.6,15,10
1715,0.5833333333333334,14,10
1716,0.625,15,9
1717,0.5833333333333334,14,10
1718,0.5714285714285714,16,12
1719,0.5833333333333334,14,10
1720,0.5833333333333334,14,10
1721,0.6153846153846154,16,10
1722,0.6521739130434783,15,8
1723,0.5652173913043478,13,10
1724,0.6190476190476191,13,8
1725,0.6,15,10
1726,0.5652173913043478,13,10
1727,0.5454545454545454,12,10
1728,0.5652173913043478,13,10
1729,0.56,14,11
1730,0.52,13,12
1731,0.56,14,11
1732,0.5416666666666666,13,11
1733,0.5238095238095238,11,10
1734,0.5217391304347826,12,11
1735,0.5714285714285714,12,9
1736,0.6,12,8
1737,0.65,13,7
1738,0.5652173913043478,13,10
1739,0.5454545454545454,12,10
1740,0.5833333333333334,14,10
1741,0.5652173913043478,13,10
1742,0.5,14,14
1743,0.5217391304347826,12,11
1744,0.46153846153846156,12,14
1745,0.5,12,12
1746,0.48,12,13
1747,0.48,12,13
1748,0.5416666666666666,13,11
1749,0.5416666666666666,13,11
1750,0.5652173913043478,13,10
1751,0.6190476190476191,13,8
1752,0.65,13,7
1753,0.631578947368421,12,7
1754,0.65,13,7
1755,0.65,13,7
1756,0.5384615384615384,14,12
1757,0.5454545454545454,12,10
1758,0.5714285714285714,12,9
1759,0.4782608695652174,11,12
1760,0.5909090909090909,13,9
1761,0.631578947368421,12,7
1762,0.6086956521739131,14,9
1763,0.6190476190476191,13,8
1764,0.6,12,8
1765,0.6,12,8
1766,0.5833333333333334,14,10
1767,0.6190476190476191,13,8
1768,0.5652173913043478,13,10
1769,0.5833333333333334,14,10
1770,0.5714285714285714,12,9
1771,0.56,14,11
1772,0.6153846153846154,16,10
1773,0.5769230769230769,15,11
1774,0.6296296296296297,17,10
1775,0.75,18,6
1776,0.6956521739130435,16,7
1777,0.625,15,9
1778,0.7391304347826086,17,6
1779,0.7083333333333334,17,7
1780,0.6956521739130435,16,7
1781,0.6956521739130435,16,7
1782,0.7083333333333334,17,7
1783,0.7083333333333334,17,7
1784,0.72,18,7
1785,0.75,18,6
1786,0.72,18,7
1787,0.6521739130434783,15,8
1788,0.6666666666666666,16,8
1789,0.631578947368421,12,7
1790,0.7142857142857143,15,6
1791,0.65,13,7
1792,0.6666666666666666,16,8
1793,0.7272727272727273,16,6
1794,0.7727272727272727,17,5
1795,0.7307692307692307,19,7
1796,0.7727272727272727,17,5
1797,0.7916666666666666,19,5
1798,0.8181818181818182,18,4
1799,0.8181818181818182,18,4
1800,0.7916666666666666,19,5
1801,0.782608695652174,18,5
1802,0.7083333333333334,17,7
1803,0.782608695652174,18,5
1804,0.7894736842105263,15,4
1805,0.8095238095238095,17,4
1806,0.8181818181818182,18,4
1807,0.7619047619047619,16,5
1808,0.75,15,5
1809,0.7272727272727273,16,6
1810,0.76,19,6
1811,0.7619047619047619,16,5
1812,0.7727272727272727,17,5
1813,0.782608695652174,18,5
1814,0.7727272727272727,17,5
1815,0.75,18,6
1816,0.7727272727272727,17,5
1817,0.8260869565217391,19,4
1818,0.8,20,5
1819,0.782608695652174,18,5
1820,0.782608695652174,18,5
1821,0.782608695652174,18,5
1822,0.782608695652174,18,5
1823,0.7916666666666666,19,5
1824,0.7083333333333334,17,7
1825,0.6666666666666666,14,7
1826,0.7391304347826086,17,6
1827,0.782608695652174,18,5
1828,0.6923076923076923,18,8
1829,0.7272727272727273,16,6
1830,0.6363636363636364,14,8
1831,0.6956521739130435,16,7
1832,0.5925925925925926,16,11
1833,0.625,15,9
1834,0.625,15,9
1835,0.5555555555555556,15,12
1836,0.5925925925925926,16,11
1837,0.5416666666666666,13,11
1838,0.5833333333333334,14,10
1839,0.5833333333333334,14,10
1840,0.625,15,9
1841,0.5833333333333334,14,10
1842,0.5925925925925926,16,11
1843,0.56,14,11
1844,0.56,14,11
1845,0.52,13,12
1846,0.5,13,13
1847,0.5555555555555556,15,12
1848,0.56,14,11
1849,0.5555555555555556,15,12
1850,0.5652173913043478,13,10
1851,0.5416666666666666,13,11
1852,0.5185185185185185,14,13
1853,0.5,13,13
1854,0.5,12,12
1855,0.56,14,11
1856,0.56,14,11
1857,0.5652173913043478,13,10
1858,0.5833333333333334,14,10
1859,0.6666666666666666,16,8
1860,0.6521739130434783,15,8
1861,0.5833333333333334,14,10
1862,0.6521739130434783,15,8
1863,0.6296296296296297,17,10
1864,0.6296296296296297,17,10
1865,0.6296296296296297,17,10
1866,0.5769230769230769,15,11
1867,0.6,15,10
1868,0.6086956521739131,14,9
1869,0.6153846153846154,16,10
1870,0.64,16,9
1871,0.6086956521739131,14,9
1872,0.6,15,10
1873,0.6,15,10
1874,0.625,15,9
1875,0.6,15,10
1876,0.5652173913043478,13,10
1877,0.6363636363636364,14,8
1878,0.56,14,11
1879,0.56,14,11
1880,0.5416666666666666,13,11
1881,0.56,14,11
1882,0.46153846153846156,12,14
1883,0.5,12,12
1884,0.43478260869565216,10,13
1885,0.42857142857142855,9,12
1886,0.4583333333333333,11,13
1887,0.4166666666666667,10,14
1888,0.4583333333333333,11,13
1889,0.48148148148148145,13,14
1890,0.5217391304347826,12,11
1891,0.5833333333333334,14,10
1892,0.5416666666666666,13,11
1893,0.6,15,10
1894,0.5769230769230769,15,11
1895,0.5833333333333334,14,10
1896,0.55,11,9
1897,0.5,12,12
1898,0.48,12,13
1899,0.5185185185185185,14,13
1900,0.43478260869565216,10,13
1901,0.5238095238095238,11,10
1902,0.5384615384615384,14,12
1903,0.5652173913043478,13,10
1904,0.52,13,12
1905,0.7083333333333334,17,7
1906,0.72,18,7
1907,0.75,15,5
1908,0.7272727272727273,16,6
1909,0.7083333333333334,17,7
1910,0.8571428571428571,18,3
1911,0.7391304347826086,17,6
1912,0.6956521739130435,16,7
1913,0.7083333333333334,17,7
1914,0.7391304347826086,17,6
1915,0.7727272727272727,17,5
1916,0.8,16,4
1917,0.8,16,4
1918,0.8333333333333334,20,4
1919,0.75,18,6
1920,0.8181818181818182,18,4
1921,0.8095238095238095,17,4
1922,0.8181818181818182,18,4
1923,0.7727272727272727,17,5
1924,0.76,19,6
1925,0.7307692307692307,19,7
1926,0.7,14,6
1927,0.6666666666666666,14,7
1928,0.7142857142857143,15,6
1929,0.6521739130434783,15,8
1930,0.6538461538461539,17,9
1931,0.64,16,9
1932,0.6666666666666666,16,8
1933,0.6521739130434783,15,8
1934,0.6363636363636364,14,8
1935,0.6,15,10
1936,0.6153846153846154,16,10
1937,0.5652173913043478,13,10
1938,0.5833333333333334,14,10
1939,0.5416666666666666,13,11
1940,0.5652173913043478,13,10
1941,0.6086956521739131,14,9
1942,0.5652173913043478,13,10
1943,0.5833333333333334,14,10
1944,0.5909090909090909,13,9
1945,0.5454545454545454,12,10
1946,0.5714285714285714,12,9
1947,0.625,15,9
1948,0.5652173913043478,13,10
1949,0.6,15,10
1950,0.6521739130434783,15,8
1951,0.625,15,9
1952,0.6363636363636364,14,8
1953,0.6521739130434783,15,8
1954,0.625,15,9
1955,0.65,13,7
1956,0.6818181818181818,15,7
1957,0.64,16,9
1958,0.7307692307692307,19,7
1959,0.6818181818181818,15,7
1960,0.6842105263157895,13,6
1961,0.6666666666666666,14,7
1962,0.7142857142857143,15,6
1963,0.6363636363636364,14,8
1964,0.6538461538461539,17,9
1965,0.6153846153846154,16,10
1966,0.64,16,9
1967,0.6923076923076923,18,8
1968,0.7407407407407407,20,7
