frame,x_bz_first,n_bz,n_et
199,0.7619047619047619,16,5
200,0.7916666666666666,19,5
201,0.782608695652174,18,5
202,0.8260869565217391,19,4
203,0.75,15,5
204,0.7894736842105263,15,4
205,0.7619047619047619,16,5
206,0.782608695652174,18,5
207,0.7727272727272727,17,5
208,0.7368421052631579,14,5
209,0.8636363636363636,19,3
210,0.8333333333333334,20,4
211,0.8181818181818182,18,4
212,0.8260869565217391,19,4
213,0.8333333333333334,20,4
214,0.8333333333333334,20,4
215,0.85,17,3
216,0.85,17,3
217,0.8421052631578947,16,3
218,0.85,17,3
219,0.8421052631578947,16,3
220,0.8095238095238095,17,4
221,0.8636363636363636,19,3
222,0.8636363636363636,19,3
223,0.9523809523809523,20,1
224,0.8636363636363636,19,3
225,0.8947368421052632,17,2
226,0.8636363636363636,19,3
227,0.8095238095238095,17,4
228,0.85,17,3
229,0.8636363636363636,19,3
230,0.8636363636363636,19,3
231,0.8695652173913043,20,3
232,0.8695652173913043,20,3
233,0.8260869565217391,19,4
234,0.8421052631578947,16,3
235,0.8095238095238095,17,4
236,0.9130434782608695,21,2
237,0.8947368421052632,17,2
238,0.9523809523809523,20,1
239,0.9545454545454546,21,1
240,0.9130434782608695,21,2
241,0.8695652173913043,20,3
242,0.9047619047619048,19,2
243,0.8421052631578947,16,3
244,0.8947368421052632,17,2
245,0.9047619047619048,19,2
246,0.9047619047619048,19,2
247,0.9090909090909091,20,2
248,0.9047619047619048,19,2
249,1.0,20,0
250,0.9090909090909091,20,2
251,0.95,19,1
252,0.9473684210526315,18,1
253,0.9565217391304348,22,1
254,0.95,19,1
255,0.9,18,2
256,0.8947368421052632,17,2
257,0.9090909090909091,20,2
258,0.9523809523809523,20,1
259,0.9523809523809523,20,1
260,0.95,19,1
261,0.95,19,1
262,0.9523809523809523,20,1
263,0.95,19,1
264,0.8636363636363636,19,3
265,0.9130434782608695,21,2
266,0.9090909090909091,20,2
267,0.9047619047619048,19,2
268,0.8636363636363636,19,3
269,0.9,18,2
270,0.8888888888888888,16,2
271,0.9,18,2
272,0.8636363636363636,19,3
273,0.7727272727272727,17,5
274,0.8333333333333334,15,3
275,0.8,16,4
276,0.9444444444444444,17,1
277,0.9411764705882353,16,1
278,0.9,18,2
279,0.8636363636363636,19,3
280,0.8571428571428571,18,3
281,1.0,16,0
282,1.0,16,0
283,0.9444444444444444,17,1
284,0.8823529411764706,15,2
285,0.9473684210526315,18,1
286,0.9523809523809523,20,1
287,0.9047619047619048,19,2
288,0.8888888888888888,16,2
289,0.9523809523809523,20,1
290,0.9047619047619048,19,2
291,0.9047619047619048,19,2
292,0.9047619047619048,19,2
293,0.8636363636363636,19,3
294,0.8636363636363636,19,3
295,0.8333333333333334,20,4
296,0.8571428571428571,18,3
297,0.8636363636363636,19,3
298,0.8636363636363636,19,3
299,0.8695652173913043,20,3
300,0.8333333333333334,20,4
301,0.9166666666666666,22,2
302,0.9545454545454546,21,1
303,0.9545454545454546,21,1
304,0.8846153846153846,23,3
305,0.9090909090909091,20,2
306,0.95,19,1
307,0.9047619047619048,19,2
308,0.8333333333333334,20,4
309,0.8181818181818182,18,4
310,0.85,17,3
311,0.8636363636363636,19,3
312,0.8181818181818182,18,4
313,0.8181818181818182,18,4
314,0.7727272727272727,17,5
315,0.8260869565217391,19,4
316,0.8695652173913043,20,3
317,0.8421052631578947,16,3
318,0.75,15,5
319,0.8181818181818182,18,4
320,0.8260869565217391,19,4
321,0.8095238095238095,17,4
322,0.782608695652174,18,5
323,0.7619047619047619,16,5
324,0.7727272727272727,17,5
325,0.75,18,6
326,0.7916666666666666,19,5
327,0.9047619047619048,19,2
328,0.8333333333333334,20,4
329,0.8695652173913043,20,3
330,0.8947368421052632,17,2
331,0.9047619047619048,19,2
332,0.9047619047619048,19,2
333,0.9473684210526315,18,1
334,0.9047619047619048,19,2
335,0.8571428571428571,18,3
336,0.9,18,2
337,0.8571428571428571,18,3
338,0.8636363636363636,19,3
339,0.9,18,2
340,0.8636363636363636,19,3
341,0.9047619047619048,19,2
342,0.9,18,2
343,0.9047619047619048,19,2
344,0.9,18,2
345,0.9047619047619048,19,2
346,0.9130434782608695,21,2
347,0.9090909090909091,20,2
348,0.9,18,2
349,0.8695652173913043,20,3
350,0.8571428571428571,18,3
351,0.8095238095238095,17,4
352,0.85,17,3
353,0.8571428571428571,18,3
354,0.7727272727272727,17,5
355,0.8181818181818182,18,4
356,0.7142857142857143,15,6
357,0.7916666666666666,19,5
358,0.7727272727272727,17,5
359,0.7727272727272727,17,5
360,0.782608695652174,18,5
361,0.7391304347826086,17,6
362,0.76,19,6
363,0.7083333333333334,17,7
364,0.6818181818181818,15,7
365,0.68,17,8
366,0.6521739130434783,15,8
367,0.6956521739130435,16,7
368,0.72,18,7
369,0.7391304347826086,17,6
370,0.7916666666666666,19,5
371,0.782608695652174,18,5
372,0.7727272727272727,17,5
373,0.7692307692307693,20,6
374,0.75,18,6
375,0.7391304347826086,17,6
376,0.75,18,6
377,0.76,19,6
378,0.7916666666666666,19,5
379,0.76,19,6
380,0.7083333333333334,17,7
381,0.7272727272727273,16,6
382,0.7391304347826086,17,6
383,0.7619047619047619,16,5
384,0.75,15,5
385,0.7083333333333334,17,7
386,0.7391304347826086,17,6
387,0.7391304347826086,17,6
388,0.7391304347826086,17,6
389,0.72,18,7
390,0.75,18,6
391,0.7083333333333334,17,7
392,0.6923076923076923,18,8
393,0.75,18,6
394,0.8181818181818182,18,4
395,0.84,21,4
396,0.7916666666666666,19,5
397,0.8636363636363636,19,3
398,0.8260869565217391,19,4
399,0.8,20,5
400,0.7916666666666666,19,5
401,0.8181818181818182,18,4
402,0.8,16,4
403,0.782608695652174,18,5
404,0.8260869565217391,19,4
405,0.76,19,6
406,0.72,18,7
407,0.72,18,7
408,0.7272727272727273,16,6
409,0.8,16,4
410,0.7391304347826086,17,6
411,0.6956521739130435,16,7
412,0.7272727272727273,16,6
413,0.7391304347826086,17,6
414,0.7619047619047619,16,5
415,0.8,16,4
416,0.7272727272727273,16,6
417,0.72,18,7
418,0.6666666666666666,16,8
419,0.7272727272727273,16,6
420,0.7619047619047619,16,5
421,0.7727272727272727,17,5
422,0.7727272727272727,17,5
423,0.8181818181818182,18,4
424,0.85,17,3
425,0.8125,13,3
426,0.7647058823529411,13,4
427,0.8,16,4
428,0.8571428571428571,18,3
429,0.8260869565217391,19,4
430,0.8947368421052632,17,2
431,0.7727272727272727,17,5
432,0.8636363636363636,19,3
433,0.8571428571428571,18,3
434,0.8181818181818182,18,4
435,0.7727272727272727,17,5
436,0.8,20,5
437,0.76,19,6
438,0.84,21,4
439,0.8260869565217391,19,4
440,0.8095238095238095,17,4
441,0.8095238095238095,17,4
442,0.8181818181818182,18,4
443,0.7894736842105263,15,4
444,0.8095238095238095,17,4
445,0.8421052631578947,16,3
446,0.8260869565217391,19,4
447,0.8181818181818182,18,4
448,0.8571428571428571,18,3
449,0.8636363636363636,19,3
450,0.8181818181818182,18,4
451,0.8181818181818182,18,4
452,0.8636363636363636,19,3
453,0.8695652173913043,20,3
454,0.84,21,4
455,0.8260869565217391,19,4
456,0.8695652173913043,20,3
457,0.8181818181818182,18,4
458,0.8181818181818182,18,4
459,0.8181818181818182,18,4
460,0.8260869565217391,19,4
461,0.8095238095238095,17,4
462,0.8888888888888888,16,2
463,0.8421052631578947,16,3
464,0.7619047619047619,16,5
465,0.7142857142857143,15,6
466,0.7142857142857143,15,6
467,0.7,14,6
468,0.6666666666666666,14,7
469,0.6818181818181818,15,7
470,0.7083333333333334,17,7
471,0.72,18,7
472,0.72,18,7
473,0.7083333333333334,17,7
474,0.7083333333333334,17,7
475,0.6818181818181818,15,7
476,0.7391304347826086,17,6
477,0.7727272727272727,17,5
478,0.7307692307692307,19,7
479,0.8,20,5
480,0.7037037037037037,19,8
481,0.75,18,6
482,0.72,18,7
483,0.75,15,5
484,0.7272727272727273,16,6
485,0.7391304347826086,17,6
486,0.875,21,3
487,0.8333333333333334,20,4
488,0.8181818181818182,18,4
489,0.8333333333333334,20,4
490,0.875,21,3
491,0.9130434782608695,21,2
492,0.8181818181818182,18,4
493,0.7916666666666666,19,5
494,0.8,16,4
495,0.75,18,6
496,0.8,16,4
497,0.7142857142857143,15,6
498,0.75,18,6
499,0.7391304347826086,17,6
500,0.7727272727272727,17,5
501,0.7916666666666666,19,5
502,0.782608695652174,18,5
503,0.8181818181818182,18,4
504,0.8095238095238095,17,4
505,0.85,17,3
506,0.8695652173913043,20,3
507,0.8421052631578947,16,3
508,0.8571428571428571,18,3
509,0.8095238095238095,17,4
510,0.8695652173913043,20,3
511,0.8260869565217391,19,4
512,0.782608695652174,18,5
513,0.782608695652174,18,5
514,0.7727272727272727,17,5
515,0.75,18,6
516,0.7727272727272727,17,5
517,0.8,20,5
518,0.84,21,4
519,0.8260869565217391,19,4
520,0.8260869565217391,19,4
521,0.8333333333333334,20,4
522,0.7777777777777778,21,6
523,0.7391304347826086,17,6
524,0.8181818181818182,18,4
525,0.84,21,4
526,0.8333333333333334,20,4
527,0.8260869565217391,19,4
528,0.76,19,6
529,0.782608695652174,18,5
530,0.8095238095238095,17,4
531,0.8181818181818182,18,4
532,0.8181818181818182,18,4
533,0.8181818181818182,18,4
534,0.7727272727272727,17,5
535,0.8148148148148148,22,5
536,0.7727272727272727,17,5
537,0.8076923076923077,21,5
538,0.875,21,3
539,0.7916666666666666,19,5
540,0.8636363636363636,19,3
541,0.88,22,3
542,0.8636363636363636,19,3
543,0.8636363636363636,19,3
544,0.8695652173913043,20,3
545,0.8636363636363636,19,3
546,0.875,21,3
547,0.9523809523809523,20,1
548,0.9,18,2
549,0.8333333333333334,20,4
550,0.9090909090909091,20,2
551,0.9166666666666666,22,2
552,0.9130434782608695,21,2
553,0.9090909090909091,20,2
554,0.88,22,3
555,0.9047619047619048,19,2
556,0.8636363636363636,19,3
557,0.875,21,3
558,0.88,22,3
559,0.875,21,3
560,0.8636363636363636,19,3
561,0.8695652173913043,20,3
562,0.92,23,2
563,0.88,22,3
564,0.875,21,3
565,0.875,21,3
566,0.8636363636363636,19,3
567,0.8421052631578947,16,3
568,0.8571428571428571,18,3
569,0.8695652173913043,20,3
570,0.8260869565217391,19,4
571,0.8636363636363636,19,3
572,0.8695652173913043,20,3
573,0.88,22,3
574,0.9047619047619048,19,2
575,0.8695652173913043,20,3
576,0.8636363636363636,19,3
577,0.8695652173913043,20,3
578,0.8695652173913043,20,3
579,0.88,22,3
580,0.9090909090909091,20,2
581,0.9130434782608695,21,2
582,0.9545454545454546,21,1
583,1.0,21,0
584,0.9130434782608695,21,2
585,0.9130434782608695,21,2
586,0.92,23,2
587,0.9166666666666666,22,2
588,0.9130434782608695,21,2
589,0.9130434782608695,21,2
590,0.9166666666666666,22,2
591,0.9130434782608695,21,2
592,0.8695652173913043,20,3
593,0.9090909090909091,20,2
594,0.9166666666666666,22,2
595,0.9166666666666666,22,2
596,0.9130434782608695,21,2
597,0.9166666666666666,22,2
598,0.9130434782608695,21,2
599,0.9047619047619048,19,2
600,0.9047619047619048,19,2
601,0.9130434782608695,21,2
602,0.8947368421052632,17,2
603,0.9,18,2
604,0.9,18,2
605,0.9,18,2
606,0.8636363636363636,19,3
607,0.95,19,1
608,0.9523809523809523,20,1
609,0.9444444444444444,17,1
610,0.9,18,2
611,0.8636363636363636,19,3
612,0.9090909090909091,20,2
613,0.88,22,3
614,0.88,22,3
615,0.8636363636363636,19,3
616,0.8636363636363636,19,3
617,0.8695652173913043,20,3
618,0.8636363636363636,19,3
619,0.8571428571428571,18,3
620,0.8181818181818182,18,4
621,0.84,21,4
622,0.8695652173913043,20,3
623,0.8260869565217391,19,4
624,0.9090909090909091,20,2
625,0.8695652173913043,20,3
626,0.8846153846153846,23,3
627,0.8260869565217391,19,4
628,0.8695652173913043,20,3
629,0.8636363636363636,19,3
630,0.8421052631578947,16,3
631,0.85,17,3
632,0.8333333333333334,20,4
633,0.8181818181818182,18,4
634,0.8181818181818182,18,4
635,0.8181818181818182,18,4
636,0.8260869565217391,19,4
637,0.8,16,4
638,0.8260869565217391,19,4
639,0.84,21,4
640,0.84,21,4
641,0.84,21,4
642,0.7916666666666666,19,5
643,0.8,20,5
644,0.84,21,4
645,0.84,21,4
646,0.84,21,4
647,0.8260869565217391,19,4
648,0.8181818181818182,18,4
649,0.8260869565217391,19,4
650,0.8333333333333334,20,4
651,0.8333333333333334,20,4
652,0.8260869565217391,19,4
653,0.8461538461538461,22,4
654,0.8695652173913043,20,3
655,0.8695652173913043,20,3
656,0.8636363636363636,19,3
657,0.88,22,3
658,0.9047619047619048,19,2
659,0.9047619047619048,19,2
660,0.8571428571428571,18,3
661,0.8636363636363636,19,3
662,0.8095238095238095,17,4
663,0.8181818181818182,18,4
664,0.8636363636363636,19,3
665,0.8571428571428571,18,3
666,0.8181818181818182,18,4
667,0.8571428571428571,18,3
668,0.8333333333333334,20,4
669,0.8636363636363636,19,3
670,0.8571428571428571,18,3
671,0.8260869565217391,19,4
672,0.8,20,5
673,0.8260869565217391,19,4
674,0.75,18,6
675,0.7727272727272727,17,5
676,0.7916666666666666,19,5
677,0.7894736842105263,15,4
678,0.8,16,4
679,0.8148148148148148,22,5
680,0.8333333333333334,20,4
681,0.8,20,5
682,0.8181818181818182,18,4
683,0.8695652173913043,20,3
684,0.8571428571428571,18,3
685,0.8636363636363636,19,3
686,0.875,21,3
687,0.8260869565217391,19,4
688,0.8,20,5
689,0.7916666666666666,19,5
690,0.875,21,3
691,0.85,17,3
692,0.8260869565217391,19,4
693,0.84,21,4
694,0.8636363636363636,19,3
695,0.7916666666666666,19,5
696,0.8571428571428571,18,3
697,0.782608695652174,18,5
698,0.7619047619047619,16,5
699,0.7727272727272727,17,5
700,0.7916666666666666,19,5
701,0.7619047619047619,16,5
702,0.75,15,5
703,0.7916666666666666,19,5
704,0.7916666666666666,19,5
705,0.8,20,5
706,0.8,16,4
707,0.8260869565217391,19,4
708,0.8333333333333334,20,4
709,0.8076923076923077,21,5
710,0.8333333333333334,20,4
711,0.8695652173913043,20,3
712,0.9130434782608695,21,2
713,0.9166666666666666,22,2
714,0.9,18,2
715,0.8571428571428571,18,3
716,0.8636363636363636,19,3
717,0.9,18,2
718,0.95,19,1
719,0.8947368421052632,17,2
720,0.875,21,3
721,0.9523809523809523,20,1
722,0.9047619047619048,19,2
723,0.9,18,2
724,0.8333333333333334,20,4
725,0.8636363636363636,19,3
726,0.9130434782608695,21,2
727,0.875,21,3
728,0.9130434782608695,21,2
729,0.875,21,3
730,0.95,19,1
731,0.9090909090909091,20,2
732,0.9523809523809523,20,1
733,0.9523809523809523,20,1
734,0.96,24,1
735,0.9565217391304348,22,1
736,0.9523809523809523,20,1
737,0.9565217391304348,22,1
738,0.9523809523809523,20,1
739,0.9523809523809523,20,1
740,0.9523809523809523,20,1
741,0.9523809523809523,20,1
742,1.0,18,0
743,0.9523809523809523,20,1
744,0.9473684210526315,18,1
745,0.9130434782608695,21,2
746,0.9545454545454546,21,1
747,0.9166666666666666,22,2
748,0.8695652173913043,20,3
749,0.9090909090909091,20,2
750,0.9166666666666666,22,2
751,0.9230769230769231,24,2
752,0.9090909090909091,20,2
753,0.9047619047619048,19,2
754,0.9047619047619048,19,2
755,0.9090909090909091,20,2
756,0.9583333333333334,23,1
757,0.9565217391304348,22,1
758,0.9545454545454546,21,1
759,0.9565217391304348,22,1
760,0.9565217391304348,22,1
761,0.9523809523809523,20,1
762,0.9523809523809523,20,1
763,0.9545454545454546,21,1
764,0.9545454545454546,21,1
765,0.9565217391304348,22,1
766,0.9565217391304348,22,1
767,0.9565217391304348,22,1
768,0.9565217391304348,22,1
769,0.9565217391304348,22,1
770,0.96,24,1
771,0.96,24,1
772,0.9545454545454546,21,1
773,0.96,24,1
774,0.96,24,1
775,0.9565217391304348,22,1
776,0.9523809523809523,20,1
777,0.95,19,1
778,0.9545454545454546,21,1
779,0.9130434782608695,21,2
780,0.92,23,2
781,0.9523809523809523,20,1
782,0.96,24,1
783,0.9565217391304348,22,1
784,0.9545454545454546,21,1
785,0.95,19,1
786,0.9473684210526315,18,1
787,0.9523809523809523,20,1
788,0.9090909090909091,20,2
789,0.9545454545454546,21,1
790,1.0,20,0
791,1.0,21,0
792,0.9565217391304348,22,1
793,0.9523809523809523,20,1
794,1.0,19,0
795,1.0,18,0
796,0.9523809523809523,20,1
797,1.0,23,0
798,1.0,22,0
799,0.8636363636363636,19,3
800,0.85,17,3
801,0.9411764705882353,16,1
802,0.9444444444444444,17,1
803,0.9473684210526315,18,1
804,0.9444444444444444,17,1
805,0.9090909090909091,20,2
806,0.9130434782608695,21,2
807,0.9090909090909091,20,2
808,0.9,18,2
809,0.9,18,2
810,0.8947368421052632,17,2
811,0.9,18,2
812,0.9047619047619048,19,2
813,0.9130434782608695,21,2
814,0.9545454545454546,21,1
815,0.9523809523809523,20,1
816,0.95,19,1
817,0.9444444444444444,17,1
818,0.9047619047619048,19,2
819,0.9090909090909091,20,2
820,0.9047619047619048,19,2
821,0.8888888888888888,24,3
822,0.9130434782608695,21,2
823,0.9130434782608695,21,2
824,0.9090909090909091,20,2
825,0.9047619047619048,19,2
826,0.9166666666666666,22,2
827,0.9090909090909091,20,2
828,0.9130434782608695,21,2
829,0.9090909090909091,20,2
830,0.9,18,2
831,0.9090909090909091,20,2
832,0.92,23,2
833,0.9583333333333334,23,1
834,0.9166666666666666,22,2
835,0.9090909090909091,20,2
836,0.9130434782608695,21,2
837,0.9090909090909091,20,2
838,0.9047619047619048,19,2
839,0.9166666666666666,22,2
840,0.9090909090909091,20,2
841,0.9545454545454546,21,1
842,0.9,18,2
843,0.8947368421052632,17,2
844,0.9090909090909091,20,2
845,0.9130434782608695,21,2
846,0.9,18,2
847,0.8636363636363636,19,3
848,0.9166666666666666,22,2
849,0.9130434782608695,21,2
850,0.8636363636363636,19,3
851,0.8571428571428571,18,3
852,0.8571428571428571,18,3
853,0.8636363636363636,19,3
854,0.8571428571428571,18,3
855,0.85,17,3
856,0.8636363636363636,19,3
857,0.9130434782608695,21,2
858,0.9090909090909091,20,2
859,0.8947368421052632,17,2
860,0.9090909090909091,20,2
861,0.9047619047619048,19,2
862,0.9047619047619048,19,2
863,0.875,21,3
864,0.9047619047619048,19,2
865,0.9047619047619048,19,2
866,0.9047619047619048,19,2
867,0.8695652173913043,20,3
868,0.85,17,3
869,0.8571428571428571,18,3
870,0.8695652173913043,20,3
871,0.8636363636363636,19,3
872,0.84,21,4
873,0.8636363636363636,19,3
874,0.8571428571428571,18,3
875,0.8571428571428571,18,3
876,0.8571428571428571,18,3
877,0.8260869565217391,19,4
878,0.8571428571428571,18,3
879,0.8095238095238095,17,4
880,0.8,16,4
881,0.8,16,4
882,0.8333333333333334,20,4
883,0.8333333333333334,20,4
884,0.8571428571428571,18,3
885,0.8571428571428571,18,3
886,0.8636363636363636,19,3
887,0.8181818181818182,18,4
888,0.8,16,4
889,0.8571428571428571,18,3
890,0.8095238095238095,17,4
891,0.85,17,3
892,0.8636363636363636,19,3
893,0.8695652173913043,20,3
894,0.875,21,3
895,0.8636363636363636,19,3
896,0.85,17,3
897,0.8636363636363636,19,3
898,0.88,22,3
899,0.85,17,3
900,0.8695652173913043,20,3
901,0.85,17,3
902,0.8636363636363636,19,3
903,0.782608695652174,18,5
904,0.8181818181818182,18,4
905,0.8095238095238095,17,4
906,0.782608695652174,18,5
907,0.75,15,5
908,0.7727272727272727,17,5
909,0.782608695652174,18,5
910,0.9047619047619048,19,2
911,0.9166666666666666,22,2
912,0.8695652173913043,20,3
913,0.9130434782608695,21,2
914,0.8636363636363636,19,3
915,0.9523809523809523,20,1
916,0.8695652173913043,20,3
917,0.8181818181818182,18,4
918,0.8,20,5
919,0.7916666666666666,19,5
920,0.782608695652174,18,5
921,0.8421052631578947,16,3
922,0.8,16,4
923,0.8,20,5
924,0.8571428571428571,18,3
925,0.875,21,3
926,0.88,22,3
927,0.8636363636363636,19,3
928,0.8571428571428571,18,3
929,0.8695652173913043,20,3
930,0.8,20,5
931,0.8260869565217391,19,4
932,0.8571428571428571,18,3
933,0.8695652173913043,20,3
934,0.8,16,4
935,0.85,17,3
936,0.8421052631578947,16,3
937,0.9,18,2
938,0.9047619047619048,19,2
939,0.9473684210526315,18,1
940,0.95,19,1
941,0.8636363636363636,19,3
942,0.8571428571428571,18,3
943,0.7894736842105263,15,4
944,0.85,17,3
945,0.8888888888888888,16,2
946,0.9,18,2
947,0.9047619047619048,19,2
948,0.95,19,1
949,0.9473684210526315,18,1
950,0.95,19,1
951,0.9523809523809523,20,1
952,0.95,19,1
953,0.95,19,1
954,0.95,19,1
955,0.9047619047619048,19,2
956,0.9130434782608695,21,2
957,0.9090909090909091,20,2
958,0.95,19,1
959,0.95,19,1
960,0.9047619047619048,19,2
961,0.9130434782608695,21,2
962,0.8181818181818182,18,4
963,0.8260869565217391,19,4
964,0.9047619047619048,19,2
965,0.8636363636363636,19,3
966,0.8571428571428571,18,3
967,0.8260869565217391,19,4
968,0.84,21,4
969,0.8181818181818182,18,4
970,0.8636363636363636,19,3
971,0.8181818181818182,18,4
972,0.8260869565217391,19,4
973,0.8333333333333334,20,4
974,0.8695652173913043,20,3
975,0.8571428571428571,18,3
976,0.8,16,4
977,0.8,16,4
978,0.8095238095238095,17,4
979,0.7391304347826086,17,6
980,0.8,20,5
981,0.76,19,6
982,0.72,18,7
983,0.7391304347826086,17,6
984,0.7391304347826086,17,6
985,0.7391304347826086,17,6
986,0.7391304347826086,17,6
987,0.7272727272727273,16,6
988,0.7142857142857143,15,6
989,0.7272727272727273,16,6
990,0.7619047619047619,16,5
991,0.68,17,8
992,0.6923076923076923,18,8
993,0.6153846153846154,16,10
994,0.6521739130434783,15,8
995,0.625,15,9
996,0.625,15,9
997,0.6923076923076923,18,8
998,0.6363636363636364,14,8
999,0.64,16,9
1000,0.7307692307692307,19,7
1001,0.7272727272727273,16,6
1002,0.68,17,8
1003,0.7083333333333334,17,7
1004,0.782608695652174,18,5
1005,0.782608695652174,18,5
1006,0.7142857142857143,15,6
1007,0.6666666666666666,16,8
1008,0.6666666666666666,16,8
1009,0.64,16,9
1010,0.6190476190476191,13,8
1011,0.6956521739130435,16,7
